  i   j inwind            r        theta           v_x          v_y           v_z          rho          t_e          t_r
  1  26      0 2.214167e+13 1.857143e+01  3.825481e+09 0.000000e+00  1.183760e+10 5.310571e-14 7.645556e+04 2.666920e+05
  1  27      0 2.214167e+13 1.928571e+01  4.082550e+09 0.000000e+00  1.211673e+10 5.558861e-14 7.643771e+04 2.666229e+05
  1  28      0 2.214167e+13 2.000000e+01  4.344355e+09 0.000000e+00  1.236939e+10 5.873994e-14 7.648587e+04 2.668095e+05
  1  29      0 2.214167e+13 2.071429e+01  4.608704e+09 0.000000e+00  1.259573e+10 6.280322e-14 7.655050e+04 2.670601e+05
  1  30      0 2.214167e+13 2.142857e+01  4.871477e+09 0.000000e+00  1.279766e+10 6.806463e-14 7.656102e+04 2.671008e+05
  1  31      0 2.214167e+13 2.214286e+01  5.135334e+09 0.000000e+00  1.297828e+10 7.454934e-14 7.653344e+04 2.669939e+05
  1  32      0 2.214167e+13 2.285714e+01  5.397327e+09 0.000000e+00  1.313636e+10 8.272410e-14 7.647437e+04 2.667650e+05
  1  33      0 2.214167e+13 2.357143e+01  5.654212e+09 0.000000e+00  1.327448e+10 9.333136e-14 7.638257e+04 2.664092e+05
  1  34      0 2.214167e+13 2.428571e+01  5.902780e+09 0.000000e+00  1.339071e+10 1.067459e-13 7.627450e+04 2.659904e+05
  1  35      0 2.214167e+13 2.500000e+01  6.141832e+09 0.000000e+00  1.347666e+10 1.229501e-13 7.617099e+04 2.655893e+05
  1  36      0 2.214167e+13 2.571429e+01  6.372996e+09 0.000000e+00  1.353894e+10 1.429563e-13 7.604765e+04 2.651116e+05
  1  37      0 2.214167e+13 2.642857e+01  6.597249e+09 0.000000e+00  1.357996e+10 1.673619e-13 7.589684e+04 2.645275e+05
  1  38      0 2.214167e+13 2.714286e+01  6.816099e+09 0.000000e+00  1.359876e+10 1.961901e-13 7.573354e+04 2.638951e+05
  1  39      0 2.214167e+13 2.785714e+01  7.026259e+09 0.000000e+00  1.358941e+10 2.299463e-13 7.559288e+04 2.633506e+05
  1  40      0 2.214167e+13 2.857143e+01  7.224355e+09 0.000000e+00  1.355535e+10 2.674195e-13 7.547343e+04 2.628883e+05
  1  41      0 2.214167e+13 2.928571e+01  7.413562e+09 0.000000e+00  1.350180e+10 3.095155e-13 7.536110e+04 2.624536e+05
  1  42      0 2.214167e+13 3.000000e+01  7.593342e+09 0.000000e+00  1.343007e+10 3.557475e-13 7.523306e+04 2.619582e+05
  1  43      0 2.214167e+13 3.071429e+01  7.761930e+09 0.000000e+00  1.334451e+10 4.031073e-13 7.507880e+04 2.613614e+05
  1  44      0 2.214167e+13 3.142857e+01  7.916621e+09 0.000000e+00  1.324546e+10 4.511253e-13 7.491923e+04 2.607443e+05
  1  45      0 2.214167e+13 3.214286e+01  8.055913e+09 0.000000e+00  1.312566e+10 5.004203e-13 7.475760e+04 2.601193e+05
